"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"LİDER EMLAK'TAN PEKER MAH.FULL EŞYALI ASANSÖRLÜ KİRALIK ARAKAT.","120","3+1","20.000 TL","ŞehzadelerMerkez"
"Manisa Adnan Menderes te kiralık daire","100","2+1","6.000 TL","ŞehzadelerMerkez"
"DOLGUN EMLAKTAN PEKER MAH 2+1 KİRALIK DAİRE","100","2+1","15.000 TL","ŞehzadelerMerkez"
"EMİR GRUP'TAN MURADİYE'DE BAHÇELİ 3+1 KİRALIK DAİRE","140","3+1","13.500 TL","YunusemreMerkez"
"EFE GARİMENKUL'DEN KİRALIK EŞYALI 3+1 DAİRE AİLEYE UYGUN","150","3+1","7.500 TL","Alaşehir"
"MANİSA İLİ MURADİYE MAHALLESİNDE SIFIR KİRALIK DAİRE","90","2+1","9.750 TL","YunusemreMerkez"
"manisa yunusemre muradiye","110","2+1","11.000 TL","YunusemreMerkez"
"EMRE EMLAK'TAN 3+1 12OM² KİRALIK DAİRE ATATÜRK CAD. YÖRÜK MAH.","130","3+1","7.500 TL","SalihliZafer"
"ALAŞEHİR SAKARYA MH 3+1 KİRALIK 150 mk yeni 2. Kat daire","160","3+1","10.000 TL","Alaşehir"
"GÜNEŞ CAMİİ CİVARI KİRALIK DOĞALGAZLI 3+1 DAİRE-CAN EMLAK/87","120","3+1","5.000 TL","SalihliZafer"
