"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"Manisa Merkez 2+1 kiralık daire","85","2+1","16.000 TL","ŞehzadelerMerkez"
"Akhisar ragipbey Mahallesi'nde kiralik daire","135","3+1","11.000 TL","AkhisarHürriyet"
"Cuma pazarı civarı kiralık","101","2+1","7.500 TL","Soma"
"TURGUTALP MAHALLESİ HAVUZLU PARK CİVARI KİRALIK ARA KAT DAİRE","140","3+1","9.500 TL","SomaTurgutalp"
"KEÇİLİKÖYDE 3+1 ARAKAT KİRALIK DAİRE","120","3+1","11.000 TL","YunusemreMerkez"
"SAFİR GAYRİMENKULDEN Hürriyet mah. 3+1 135m2 kiralık daire","145","3+1","12.000 TL","AkhisarHürriyet"
"KURTULUŞ MAH. KİRALIK 1+1 KLİMALI EŞYALI DAİRE","50","1+1","10.000 TL","Alaşehir"
"Cumhuriyet mah Barbaros sk","120","3+1","18.000 TL","TurgutluErgenekon"
"MEDİGÜNEŞ HAS.CİVARİNDA 3+1 DOĞALGAZLI ARA KAT DAİRE","140","3+1","10.000 TL","SalihliZafer"
"ATAKLARDAN YENİMAHALLEDE SIFIR 2+1 KİRALIK DAİRE","80","2+1","12.000 TL","YunusemreMerkez"
"MANİSA YUNUSEMRE MURADİYE VİLLALAR BÖLGESİNDE KİRALIK 1+1","70","1+1","13.000 TL","YunusemreMerkez"
"KARTAL EMLAK'TAN BULVARDA KİRALIK DAİRE ÇARŞIYA YAKIN","100","2+1","9.000 TL","Alaşehir"
