"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"DİŞ HASTANESİ KARŞISINDA KİRALIK FULL EŞYALI 3+1 MÜSTAKİL EV","160","3+1","15.000 TL","SalihliBarış"
"AYTAÇ EMLAK'TAN MURADİYE'DE GENİŞ FERAH KİRALIK 1+1 DAİRE","70","1+1","8.500 TL","YunusemreMerkez"
"İBRAHİM ÇELEBİ MAH 140 m2 3+1 DOGALGAZLI ÖZELLİKLİ","140","3+1","15.000 TL","ŞehzadelerMerkez"
"sarıgölde ultra lüks kiralık","155","3+1","10.000 TL","Sarıgöl"
"Kiralık _ Cengiz Topel mah, 2+1 kapalı Mutfaklı ,Ebeveyn Banyolu","110","2+1","13.000 TL","Saruhanlı"
"MANİSA SARUHANLI DA KİRALIK ARA KAT DAİRE","80","2+1","8.500 TL","Saruhanlı"
"MANİSA ROYALPARK SİTESİNDE 3+1 KÖŞE HAVUZLU KİRALIK FIRSAT DAİRE","125","3+1","28.750 TL","YunusemreMerkez"
"ARAKATTA KAPALI MUTFAK 2+1 DAİRE","120","2+1","10.250 TL","Alaşehir"
"uncubozköy mh 3+1 2 kat doğalgazlı daire 12500 tl kiralık","115","3+1","12.500 TL","YunusemreMerkez"
"Hürriyet mahallesi kullanışlı 3+1 155m2","175","3+1","13.000 TL","AkhisarHürriyet"
"UNCUBOZKOYDE KİRALIK OFİS İŞYERİ","40","Stüdyo (1+0)","17.000 TL","YunusemreMerkez"
"ALPHARD TERASLI 2+1 ÖN CEPHE","95","2+1","20.000 TL","TurgutluSanayi"
"KİRALİK DAİRE","100","2+1","21.000 TL","ŞehzadelerMerkez"
"EFE GAYRİMENKUL'DEN SIFIR EŞYALI LÜKS 1+1 KİRALIK DAİRE","50","1+1","10.000 TL","Alaşehir"
"KİRALIK 3+1 DUBLEX DAİRE DOĞALGAZ ISINMALI KÜTÜPHANE YAKINI","160","3+1","16.000 TL","SalihliZafer"
"SERHAT EMLAKTAN MURADİYEDE KİRALIK 2+1 ARA KAT DAİRE","100","2+1","12.000 TL","YunusemreMerkez"
"guven emlaktan kiralik 2+1 aćik mutfak daire muradiye","80","2+1","12.000 TL","YunusemreMerkez"
"MANİSA GÜZELYURT MAHALESİNDE 4+1 DAİRE MERKEZİ KALORİFERLİ.","228","4+1","35.000 TL","YunusemreMerkez"
"SERHAT EMLAKTAN LALELİDE KİRALIK YÜKSEK ZEMİN DAİRE","90","2+1","9.500 TL","YunusemreMerkez"
"sahibinden kiralık daire","125","3+1","6.000 TL","Sarıgöl"
"KORKMAZ'DAN ÖZEL MEDİGÜN HASTANESİ YANI KİRALIK 2+1 DAİRE","95","2+1","7.000 TL","AkhisarHürriyet"
"ERGENEKONDA 3+1 KİRALIK DAİRE","170","3+1","14.000 TL","TurgutluErgenekon"
"KARAALİ VİLLA","270","4+1","49.000 TL","YunusemreMerkez"
"ALAYBEY MH 2+1 DOĞAL GAZLI ARAKAT FULL EŞYALI","110","2+1","15.500 TL","ŞehzadelerMerkez"
"MERKEZ EFENDİ MH 3+1 ARAKAT KİRALIK DAİRE","160","3+1","17.000 TL","YunusemreMerkez"
"İNÖNÜ MAHALLESİ 3+1 147M2 KİRALIK DAİRE","147","3+1","15.500 TL","Akhisarİnönü"
"KAVİM EMLAK KİRALIK DAİRE SUBAŞI MH","100","2+1","12.000 TL","TurgutluSanayi"
"EMRAH EMLAKTAN HÜRRİYET MAHALLESİNDE 2+1 KİRALIK DAİRE","100","2+1","14.000 TL","AkhisarHürriyet"
"MANİSA ALAŞEHİR KURTULUŞ MAH. 193m2 4+1 KİRALIK DAİRE","193","4+1","21.000 TL","Alaşehir"
"Kiralık 3+1 Doğalgazlı Daire","119","3+1","12.000 TL","Kırkağaç"
